ID,ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM
155,1,1,1,4,2,3,0.59,2,-0.37,-0.48,0.0873,-0.24,0.32,0.64,-1.12,-0.95,-1.0226,-0.33,-1.5329,-0.2356,-1.28,-0.7176
156,1,4,2,2,6,3,0.53,2,-0.74,-0.02,1.2115,-0.24,1.02,-0.53,-0.39,0,-0.4567,-1.06,-0.5485,-0.0651,-0.76,1.7943
157,2,2,1,3,6,3,0.98,2,-0.37,-0.48,0.5206,-0.24,-0.73,-1.2999,1.59,1.23,0.811,0.78,1.4006,0.4684,1.12,1.0265
158,1,1,1,4,2,2,0.16,2,-0.37,0.81,-0.9394,-0.24,-0.47,-0.3017,0.05,0.91,0.6426,-0.48,-0.2514,0.2882,0.65,-0.0455
159,2,2,4,5,2,3,0.09,2,1.84,0.81,0.5206,2.35,-0.2,-0.076,0.5,0.3,0.4486,-0.33,0.1775,0.2882,0.18,0.6602
160,2,4,1,6,6,2,0.43,2,-0.37,-0.79,-0.9394,0.24,-0.2,-0.076,0.05,0.3,0.4486,0.54,-0.2514,0.649,-0.06,1.0265
161,2,4,1,6,6,3,0.6,2,1.1,1.51,1.2115,1.38,-1.3,-1.0202,1.59,2.29,1.7024,2.27,-0.2514,0.4684,1.12,1.4014
162,2,2,1,6,6,1,1.14,2,-0.37,0.81,0.5206,0.77,0.56,-0.767,0.8,2.29,2.3531,2.27,1.4565,0.2882,-0.06,1.7943
163,2,1,1,6,4,3,1.44,2,-0.37,1.13,1.2115,1.38,-0.47,0.1524,1.59,2.29,1.4702,1.07,-0.2514,1.6881,2.26,1.7943
164,2,3,1,6,6,3,0.01,2,-0.56,0.45,1.2115,-0.24,-0.47,-1.2999,0.05,0.91,0.4486,-0.18,1.4565,0.2882,0.65,0.6602
165,2,1,1,6,6,5,1.36,2,0.08,1.51,0.0873,0.77,-0.2,-1.0202,0.5,0,0.2171,1.47,0.1775,0.1099,0.94,1.0265
166,1,4,1,2,4,3,-0.85,2,-1.64,-1.04,1.2115,-1.22,1.53,0.3889,-1.83,-1.78,-2.1402,-1.51,0.1775,-0.4017,-1.61,0.6602
167,2,1,1,5,4,2,0.07,2,1.1,-0.02,0.0873,1.38,-1,0.64,-0.9,-0.34,-0.0721,-0.77,-1.5329,-1.1886,-1.28,-1.0426
168,2,1,1,6,4,2,0.17,2,0.32,-0.02,1.2115,0.24,-1,-0.076,0.05,0.58,0.2171,-0.63,-0.2514,0.4684,1.12,-0.0455
169,1,1,1,6,6,2,1.85,2,-0.74,0.45,1.2115,0.77,1.02,-0.53,1.59,0.91,-0.4567,-0.02,-0.7332,-0.0651,-0.06,1.0265
170,2,2,1,6,5,3,0.63,2,-1.05,-0.02,-1.7015,-0.64,-0.73,0.3889,-0.39,-0.34,-0.4567,-0.33,-1.5329,-0.5641,-0.76,0.3026
171,1,4,1,4,6,3,1.02,2,0.82,1.13,1.2115,2.35,-2.37,-0.3017,0.5,1.23,0.6185,1.47,-0.7332,2.7167,1.12,1.4014
172,1,1,1,4,6,3,0.62,2,0.56,0.81,1.2115,0.77,0.56,-1.6239,0.8,1.23,-0.0721,-1.21,1.4565,0.2882,0.18,1.7943
173,2,1,4,4,4,2,0.53,2,-0.37,1.13,1.2115,-0.64,0.32,0.1524,0.8,0.91,0.6426,-0.77,1.4565,0.2882,-0.06,1.4014
174,1,4,1,6,6,3,1.12,2,-0.74,0.81,-0.9394,0.77,-0.2,-1.6239,0.05,0,0.6426,-0.63,0.1775,0.2882,0.41,-0.0455
175,1,2,1,4,6,3,1.03,2,0.08,0.45,-0.3397,0.24,0.79,0.9139,-0.39,-0.34,0.2171,-0.92,0.1775,-0.0651,-0.52,-0.0455
176,1,1,1,4,6,2,0.67,1,-0.15,-0.79,-1.7015,-0.24,-2.37,3.9067,-2.3,-1.78,-2.1402,-0.77,-1.5329,-3.4503,-2.18,-2.3212
177,1,1,1,5,2,3,1.12,2,2.63,-0.48,1.2115,-0.64,-0.2,-0.767,1.59,1.81,0.2171,0.15,0.1775,2.7167,1.38,3.8587
178,2,1,4,6,6,5,1.07,2,0.08,1.51,1.2115,2.35,-0.47,-0.076,1.59,-0.34,0.2171,1.47,-0.2514,-0.4017,0.41,1.0265
179,1,2,1,6,6,5,1.03,2,-0.15,1.13,1.2115,0.77,-0.2,0.3889,0.8,0.58,0.2171,0.78,-0.2514,0.8307,1.7,1.7943
180,1,2,1,4,4,2,-0.43,2,0.32,-0.02,1.2115,-0.24,-0.2,-0.076,0.05,0.91,-1.0226,-0.48,-0.2514,-0.0651,0.65,0.3026
181,1,1,1,4,4,2,-0.73,2,0.26,-0.79,-0.9394,-0.24,0.79,0.3889,1.11,0.58,-2.1402,-0.77,0.1775,0.1099,-0.52,0.3026
182,1,2,4,4,4,2,-0.53,2,0.56,0.45,1.2115,0.77,0.06,-0.53,1.59,0.91,-0.0721,-0.63,0.1775,0.4684,-0.06,2.235
183,1,4,1,1,1,1,-0.69,2,-0.9,-0.79,-0.9394,-0.64,0.06,0.3889,0.05,0.58,0.2171,-0.33,-0.7332,-0.7235,-0.29,-0.3852
184,1,1,1,6,6,1,0.75,2,-1.87,-1.26,1.2115,-1.7,0.56,-0.076,-1.33,-0.95,-0.4567,-2.96,-1.5329,-2.3624,-0.52,-1.9864
185,2,1,1,4,4,3,0.31,2,0.08,-0.02,0.0873,-0.24,-0.2,-2.5995,-0.39,-1.27,-1.6905,-0.18,-1.5329,-0.0542,-0.06,-0.7176
186,1,2,1,6,6,3,1.33,2,1.84,1.51,1.2115,1.38,1.26,-0.53,-1.56,-0.66,0.2171,0.15,-1.5329,2.0389,0.65,0.6602
187,2,2,2,4,4,5,-0.2,1,0.32,-0.02,0.5206,1.38,-0.47,-0.767,1.11,1.23,0.2171,2.27,1.4565,0.2882,0.88,0.6602
188,2,1,1,4,4,3,0.07,2,1.42,1.13,1.2115,1.38,-0.47,-1.2999,0.05,0.91,-1.0226,-0.18,0.6584,2.0389,-0.29,0.6602
189,2,1,1,6,6,2,1.36,2,-0.56,-0.02,-1.4236,-0.24,-0.2,-0.767,0.05,0.91,0.6426,2.27,0.6584,-0.5641,0.65,0.6602
190,2,4,1,5,6,3,0.95,2,-1.05,-0.02,1.2115,0.24,0.06,0.64,0.05,0.3,0.2171,2.27,-0.2514,-0.2356,0.65,0.6602
191,1,1,1,1,3,2,-1.02,2,-0.15,0.45,0.0873,-0.24,-0.47,-0.3017,1.11,0.58,0.811,-1.5,1.4565,0.1099,0.65,-0.3852
192,2,2,2,4,2,3,-1.28,2,0.82,-0.02,1.2115,-0.64,-2.37,-1.0202,-1.12,1.23,0.9618,2.27,-0.2514,0.4684,1.7,1.0265
193,1,4,1,4,4,4,-1.12,1,-1.64,-0.02,1.2115,-0.24,0.32,-0.767,1.11,0.3,0.4486,0.15,-0.2514,0.1099,0.41,-0.0455
194,2,1,1,4,6,4,0.83,2,-0.74,-0.48,1.2115,1.38,-2.37,-2.0269,1.59,1.51,1.3516,2.27,1.4565,2.7167,2.26,-0.0455
195,1,4,1,2,4,2,0.82,2,-0.37,0.45,-0.9394,-0.24,0.06,-1.6239,0.05,-0.95,0.2171,-0.33,-0.2514,-0.0651,0.18,0.6602
196,1,2,1,6,4,2,-0.22,2,-0.15,-1.47,0.5206,-0.64,-0.73,0.1524,0.05,-0.66,0.2171,0.78,-1.5329,1.2128,1.7,-0.3852
197,1,2,4,4,2,1,-0.54,1,-1.3,-3.11,0.0873,-1.7,1.26,1.5828,-2.3,-1.78,-2.1402,-2.96,-1.5329,-3.4503,-2.18,0.6602
198,2,1,1,5,4,3,0.18,2,0.56,0.81,1.2115,1.38,-0.2,-1.6239,1.59,1.51,-0.4567,-0.02,0.6584,0.649,0.65,1.4014
199,1,1,1,6,4,2,0.54,2,-0.37,-0.48,1.2115,-0.24,-0.47,0.3889,0.05,0.91,0.6426,-0.33,0.1775,2.7167,0.65,-0.0455
200,2,1,1,6,6,2,0.66,2,-1.75,1.51,1.2115,0.77,0.56,1.5828,1.11,-0.95,-0.4567,-0.77,-1.5329,-0.4017,-1.28,2.235
201,2,4,1,4,4,4,0.73,2,-0.56,-0.02,1.2115,0.24,0.06,-0.767,1.59,-0.34,-0.0721,2.27,-0.2514,2.7167,0.41,0.3026
202,2,2,1,6,6,3,0.95,2,0.56,0.45,0.5206,0.24,-1,0.3889,-0.39,0.3,-0.4567,2.27,1.4565,1.0166,1.7,-0.0455
203,2,3,1,6,6,3,1.03,2,-0.37,0.45,-0.9394,2.35,-0.2,-0.767,-0.39,0.58,-0.0721,-0.18,-0.2514,0.1099,0.18,-0.7176
204,1,1,1,6,4,2,0.65,1,-2.27,-0.79,-0.9394,-1.7,-1.68,-0.076,-1.12,0,-0.0721,0.78,0.1775,1.0166,1.7,-1.0426
205,2,2,1,4,4,3,0.78,2,-0.15,2.16,-0.3397,0.24,-0.2,-0.767,-0.39,0,0.2171,0.78,-1.5329,-0.2356,0.18,0.3026
206,2,4,1,2,3,3,0.17,2,0.56,2.16,1.2115,1.38,0.32,1.5828,1.59,2.29,1.0998,1.47,-0.2514,2.7167,1.7,1.0265
207,2,1,1,4,2,5,-0.1,2,0.32,-0.02,1.2115,2.35,-1.68,-0.076,1.59,1.81,1.4702,1.47,0.1775,0.8307,1.38,0.6602
208,1,1,2,6,6,3,1.06,2,-0.15,0.81,0.5206,0.24,-0.2,-1.2999,0.8,0.58,0.2171,0.54,1.4565,-0.0651,0.65,0.6602
209,1,1,4,6,4,3,1.73,2,0.56,1.13,1.2115,2.35,-0.2,-3.7666,-1.12,-0.34,0.6426,2.27,-0.7332,2.7167,0.65,-0.3852
210,1,2,1,4,4,2,-0.32,2,0.08,0.81,1.2115,0.24,0.32,-0.767,1.59,1.81,1.0998,-0.33,-0.2514,1.6881,0.65,0.6602
211,1,1,1,6,2,2,0.88,2,-0.56,-0.02,-0.9394,-0.24,-0.47,-0.767,-0.9,0.91,-0.4567,-0.92,0.6584,-0.0651,0.41,0.8843
212,1,2,1,4,2,3,0.13,2,1.82,1.13,0.5206,2.35,2.55,-0.767,0.5,0.91,-0.0721,-0.63,1.4565,1.2128,-1.61,1.7943
213,2,1,1,2,2,5,0.19,2,0.82,1.13,-0.3397,1.38,-1,-1.6239,1.11,1.23,0.4486,0.54,0.1775,-0.4017,1.7,-0.3852
214,2,2,4,6,1,3,1.36,2,-0.56,-1.04,-0.9394,-0.24,-0.2,-1.0202,0.05,0.58,0.4486,2.27,1.4565,0.2882,0.65,0.3026
215,2,2,1,4,2,3,0.4,2,-0.15,-0.02,0.5206,0.24,-0.2,-0.3017,0.8,1.51,0.6426,0.54,1.4565,-0.4017,0.88,-0.3852
216,2,1,1,4,4,2,-0.96,2,-0.56,-0.48,-0.3397,-0.64,-0.47,-0.53,-0.39,-0.95,-1.0226,-0.18,1.4565,-3.4503,0.65,0.3606
217,1,1,1,6,2,2,0.78,2,-0.15,-0.02,-0.9394,-1.7,0.32,-0.076,-1.12,0.3,-0.9809,-0.33,-0.2514,-0.5641,0.65,-0.7176
218,1,1,1,2,2,3,-0.61,2,-0.9,-0.02,1.2115,0.24,1.53,1.5828,0.05,-1.27,-0.4567,-1.06,-0.7332,1.4298,-2.18,0.3026
219,1,1,1,4,4,3,0,2,0.08,0.81,1.2115,-0.24,0.06,0.3889,1.11,0,-1.0226,-0.33,0.1775,-0.2356,0.65,0.3026
220,2,2,1,4,4,3,-0.1,2,-0.15,-0.02,0.5206,-0.64,0.56,1.2219,0.5,0.3,-0.4567,-0.48,1.4565,-0.4017,-0.29,0.3026
221,2,1,1,4,6,3,0.65,2,0.56,-0.02,-0.3397,-0.64,-0.2,-0.076,-0.67,-0.34,-1.0226,2.27,-0.7332,-0.0651,-0.52,0.3026
222,1,4,1,2,1,1,0.04,2,-0.37,-1.04,-0.9394,-0.24,-0.73,-1.0202,0.05,0.91,-2.1402,0.15,1.4565,0.2882,0.88,-0.7176
223,1,1,1,6,5,3,1.26,2,-0.74,0.45,1.2115,0.77,-0.47,0.9139,1.59,1.81,-0.0721,-0.48,0.1775,1.0166,1.12,0.6602
224,1,1,1,4,2,2,0.04,2,0.08,0.81,0.0873,0.77,1.53,-0.767,-1.33,-1.78,-2.1402,-1.68,-1.5329,-0.0651,-2.18,-1.3599
225,1,1,1,2,4,2,0.93,2,-1.05,-1.68,-1.4236,-0.95,1.02,0.9139,0.05,-1.78,-2.1402,-1.21,0.1775,-1.4948,-2.18,-1.3599
226,1,1,1,4,4,3,0.33,2,-0.9,-0.02,0.5206,0.77,-1.3,-1.6239,1.59,-0.34,0.811,0.54,0.6584,2.7167,0.65,0.6602
227,1,4,1,6,4,1,0.8,1,0.82,-1.26,-0.9394,-0.24,0.06,-1.2999,0.05,-0.66,-0.4567,0.78,0.1775,2.0389,-0.76,1.4014
228,1,4,2,6,6,4,1.2,2,1.84,2.16,-0.3397,-0.24,0.79,-0.53,-0.9,0.58,-0.4567,-0.77,-0.7332,1.0166,-0.52,0.3026
229,1,1,4,6,6,3,1.2,2,-1.05,1.13,-0.9394,-0.64,0.32,-0.767,-1.33,-1.27,-0.4567,-0.33,-1.5329,-1.3412,-1.28,-0.0455
230,2,1,1,6,4,3,0.44,2,-1.18,0.45,1.2115,1.38,0.32,-1.0202,1.11,0.3,-1.0226,2.27,-0.2514,0.4684,0.41,0.3026
231,2,2,1,2,4,2,0.87,2,0.56,0.81,0.0873,0.77,-0.47,-1.2999,0.05,-0.34,-0.0721,0.34,0.1775,1.6881,0.65,-0.0455
232,2,2,1,4,1,2,-0.82,2,0.36,1.13,0.5206,0.77,0.79,-1.6239,1.59,1.81,-1.0226,0.15,0.6584,0.2882,0.41,0.3026
233,2,1,1,5,6,3,0.82,2,0.82,1.13,1.2115,1.38,-0.47,-0.767,0.8,1.51,0.9618,1.07,-0.2514,1.4298,0.65,0.6602
234,2,3,3,4,4,2,-0.76,1,0.08,-0.02,-0.9394,0.24,0.06,-0.767,0.05,0.91,-0.4567,-0.02,0.1775,-0.0651,0.18,-0.0455
235,2,1,1,6,6,3,0.77,2,-0.74,-1.04,-1.4236,-0.95,0.32,0.64,-0.39,-0.34,0.4486,-0.33,0.6584,-0.4017,-0.29,-0.0455
236,2,1,1,4,6,2,1.02,2,-0.37,0.81,0.0873,0.24,-0.73,-1.2999,0.05,0.91,1.0998,1.47,1.4565,0.8307,1.12,0.3026
237,2,1,1,5,4,3,0.89,2,-0.56,-0.02,0.0873,-0.24,-0.47,-0.767,1.59,0.3,-0.4567,-0.18,0.1775,-0.0651,-0.06,0.3026
238,2,2,1,4,6,3,1.01,2,0.56,0.45,1.2115,1.38,-0.47,-0.076,0.8,0.91,1.0998,2.27,0.6584,0.8307,0.41,0.6602
239,2,1,1,5,6,1,2.32,2,-0.74,-0.48,-1.4236,-0.64,0.56,0.727,0.05,-0.95,1.0998,-0.18,0.1775,-0.7235,-0.52,-0.3852
240,1,4,1,4,6,2,1.09,2,-0.56,-0.02,-1.4236,-0.64,0.32,-0.076,0.5,0.91,0.6426,0.78,0.1775,0.8307,0.18,0.3026
241,2,1,1,6,4,2,0.87,2,1.42,0.45,1.2115,1.38,0.06,0.1524,0.5,0.91,0.2171,0.15,0.1775,0.1099,1.12,1.0265
242,1,1,1,5,5,3,0.58,1,0.82,-0.48,0.0873,-0.24,0.56,-0.3017,0.05,-0.34,0.2171,0.15,-1.5329,-1.0353,-0.52,-0.7176
243,1,1,1,4,4,3,0.31,2,0.08,-1.04,-0.9394,-0.24,0.56,0.1524,0.05,0,-1.0226,-1.06,-1.5329,-0.4017,-0.29,-0.0455
244,1,1,1,4,1,2,0.01,2,-0.37,0.45,0.0873,-0.95,-0.2,-1.0202,0.05,0,0.2171,1.07,-0.2514,0.4684,0.18,-0.7176
245,1,2,1,2,2,3,0.24,1,0.08,0.45,0.0873,2.35,-1,-0.767,0.5,1.51,-1.0226,1.07,0.6584,0.1099,1.38,-0.3852
246,2,2,1,4,4,2,-0.27,2,-1.64,-2.5,-2.1084,-1.7,0.79,-0.076,0.5,0,0.2171,0.78,1.4565,-0.0651,-0.52,-0.3852
247,1,2,1,5,5,3,0.68,2,0.08,-0.02,-0.9394,-0.24,-0.47,-1.2999,-0.67,-0.34,-1.0226,-0.48,0.1775,0.2882,0.18,0.3026
248,2,2,2,4,4,3,-1.02,2,-1.42,-0.02,-0.9394,-0.95,-0.47,-0.767,-2.3,-1.78,0.811,-0.18,1.4565,-1.4948,-0.29,1.0265
249,2,1,1,5,6,2,-0.29,2,1.42,1.13,0.0873,-0.64,0.32,-0.5092,1.11,0.91,-0.0721,-1.36,1.4565,0.4684,-0.06,1.7943
250,2,2,1,4,4,3,0.32,2,0.08,-0.02,1.2115,-0.24,-2.37,-2.5995,1.59,1.81,-0.0721,0.78,1.4565,0.1099,2.26,1.4014
251,2,2,2,6,4,3,1.25,2,-0.56,-0.02,-0.9394,-0.24,0.06,-0.3017,0.5,0.91,0.2171,-0.33,1.4565,0.1099,0.41,0.6602
252,2,1,1,4,4,3,-0.1,2,0.32,1.51,1.2115,-0.24,0.06,-0.3017,0.8,-0.34,-0.4567,1.47,-0.2514,0.8307,0.41,1.4014
253,2,1,1,4,4,3,0.73,2,0.56,-0.48,0.5206,0.24,1.02,0.64,-1.56,-1.78,-0.4567,2.27,-1.5329,-0.0651,-0.52,-0.0455
254,1,2,1,4,4,2,0.76,2,-0.15,1.13,1.2115,1.38,-0.2,-0.53,1.11,0.58,0.9618,1.07,0.8096,1.0166,0.88,1.7943
255,1,1,1,5,4,3,0.62,2,0.32,-0.02,1.2115,0.77,-0.73,-0.53,0.8,-0.34,-0.4567,-0.77,0.1775,0.649,-0.52,0.6602
256,1,2,1,6,4,4,1.02,2,0.08,0.45,1.2115,1.38,-1.3,0.9139,-0.67,0,-1.0226,-0.02,-0.2514,-0.2356,0.88,-1.0426
257,2,4,1,4,4,2,-0.98,2,0.82,0.45,1.2115,-0.64,1.02,-0.53,1.59,0.3,0.2171,-0.48,1.4565,-0.8805,-0.29,0.6602
258,2,1,1,6,6,3,1.18,2,0.56,0.81,0.0873,-0.24,0.06,-0.3017,0.05,-0.34,0.811,0.78,1.4565,0.1099,-0.29,1.7943
259,1,2,1,4,4,2,0.25,1,-0.33,-0.02,-0.9394,-1.22,-0.2,-0.767,0.05,0.58,-0.0721,-0.18,-0.2514,-0.7235,0.41,-0.3852
260,2,1,1,6,2,2,0.81,1,-1.18,-0.79,-0.3397,-1.22,-0.2,-2.0269,1.11,1.51,-0.4567,1.07,1.4565,-1.3412,1.38,-0.0455
261,1,4,1,6,6,3,1.58,2,0.56,1.13,1.2115,-0.64,1.26,0.9139,-2.3,-1.78,-2.1402,-0.77,-1.5329,0.4684,-2.18,0.3026
262,1,1,1,2,4,5,0.26,2,0.32,-0.79,-0.3397,-0.24,0.06,0.1524,0.05,0,-0.0721,0.15,-1.5329,0.1099,0.41,0.3026
263,2,1,1,6,6,3,1.46,2,2.63,2.16,1.2115,1.38,-0.2,-3.7666,1.59,2.29,1.7024,2.27,1.4565,2.7167,2.26,3.8587
264,2,2,4,4,4,2,-0.37,1,0.08,2.16,-0.9394,-0.95,-2.37,-1.2999,-0.67,0.3,0.6426,2.27,-0.4864,-3.4503,0.88,3.8587
265,1,2,1,6,4,2,1.34,2,-0.37,1.51,0.0873,-0.24,-0.2,-0.3017,-0.9,-0.36,-1.0226,0.78,-1.3074,-0.0651,-0.06,-0.0455
266,2,1,1,6,6,3,0.29,2,0.08,2.16,0.5206,2.35,-0.2,0.3889,-1.12,-0.34,-1.0226,-0.48,0.1775,-0.0651,-0.29,-0.7176
267,1,2,1,4,4,3,0.33,2,0.08,0.81,-0.3397,-0.24,-0.47,-1.2999,0.05,-0.34,-1.0226,-0.48,1.4565,0.2882,0.65,1.0265
268,2,1,1,4,4,3,0.27,2,-0.37,1.51,0.0873,-0.24,0.32,-0.53,0.05,0.91,0.811,2.27,0.6584,-0.5641,0.41,1.4014
269,2,4,1,5,6,2,0.97,2,-0.37,-0.02,1.2115,-0.95,1.02,-0.076,-0.39,-0.66,0.9618,0.34,-1.5329,-0.5641,-0.76,0.3026
270,1,1,1,2,2,1,-0.74,2,-0.74,-0.79,-0.9394,-0.64,0.32,-0.3017,0.05,0.58,-0.0721,-0.18,0.6584,-0.2356,0.65,0.3026
271,1,2,1,6,6,5,1.27,2,1.1,1.13,1.2115,0.77,0.06,-1.0202,0.8,0.91,0.811,0.78,0.1775,1.4298,0.41,1.0265
272,1,1,1,6,6,5,1.02,2,-0.56,-0.02,-0.3397,0.24,0.06,-0.53,-0.9,0,-0.0721,-0.33,0.1775,-0.2356,-0.52,-0.3852
273,1,3,1,2,2,2,-0.27,2,-1.18,-1.26,1.2115,-0.64,1.53,2.0328,-0.9,-0.95,-0.0721,-0.48,-1.5329,-0.7235,-1.28,-1.0426
274,1,2,1,4,4,2,0.24,3,1.42,1.13,-0.3397,0.24,-0.47,-0.53,1.59,0.91,-0.0721,2.27,1.4565,0.2882,0.18,0.3026
275,1,1,1,2,4,2,-0.59,2,-0.56,-0.02,0.0873,0.77,-0.73,-1.6239,1.59,0.3,-0.9809,1.47,0.4155,-0.4017,0.18,1.4014
276,2,2,1,3,5,2,-0.55,2,0.82,1.13,0.0873,1.38,0.32,-0.3017,0.05,-1.27,-1.0226,-1.06,-0.2514,0.649,-0.52,-0.3852
277,2,1,4,3,5,2,-0.23,1,0.82,-0.02,0.5206,0.77,-0.47,-0.53,0.8,-0.95,0.4486,0.15,1.4565,-0.5641,0.18,-0.0455
278,2,2,3,5,5,2,0.11,1,-0.15,-0.79,-0.3397,-0.95,-0.47,1.2219,-1.33,0.3,0.2171,0.34,0.8034,-2.4418,1.12,-1.3599
279,1,1,1,6,6,3,0.87,1,-2.67,-1.47,0.0873,-0.64,1.26,0.64,-2.3,-1.78,-2.1402,-0.77,-1.5329,-1.1886,-0.76,-1.9864
280,1,2,2,4,3,2,0.57,2,0.32,-1.47,-0.3397,-0.94,0.79,0.1524,-0.9,-1.78,1.4578,-1.2,-0.2514,-0.2356,-1.01,-0.0455
281,1,2,1,3,3,1,0.35,2,2.63,1.51,1.2115,2.35,-0.47,0.9139,0.5,1.23,0.4486,-0.02,0.6584,2.0389,1.7,-0.0455
282,1,2,1,3,3,3,-0.97,2,0.82,1.13,1.2115,1.38,0.79,0.1524,-0.9,-0.66,-0.0721,-0.33,0.2814,-0.7235,-1.01,-0.3852
283,1,4,2,2,6,1,1.59,2,1.42,-1.68,1.2115,0.24,2.55,0.3889,-0.9,-1.78,-2.1402,-0.77,-0.7332,-0.5641,-2.18,-0.3852
284,1,4,1,0,3,3,-1,2,1.1,0.81,0.5206,1.38,0.43,-0.53,0.8,-0.34,-0.0721,-0.63,0.6584,1.2128,-0.29,0.6602
285,2,2,4,3,5,3,1.18,2,0.56,0.81,1.2115,2.35,0.32,-0.3017,0.05,-0.34,0.6426,2.27,1.4565,0.8307,0.18,0.6602
286,1,2,1,5,5,3,-0.24,2,0.32,-1.04,-0.9394,-0.64,-0.2,-0.076,0.05,0,0.4486,-0.33,0.1775,-0.2356,0.41,0.3026
287,1,2,1,5,3,3,0.19,2,0.56,-0.79,0.0873,-0.24,-0.73,0.64,0.05,1.81,0.2171,-0.33,-0.2514,0.2882,0.18,0.3026
288,2,2,1,3,3,3,-0.3,2,1.42,0.45,0.5206,1.38,-2.37,-1.2999,1.11,0.91,0.6426,2.27,1.4565,1.0166,2.26,1.4014
289,1,4,1,4,6,2,1.72,2,2.63,2.16,1.2115,1.38,-0.73,-0.6293,0.5,0.91,0.811,0.34,-0.1091,1.4298,0.18,1.4014
290,1,1,4,3,3,3,0.62,2,0.82,-0.02,0.5206,0.24,-0.47,0.1524,-2.3,-0.66,0.2171,-0.33,-0.7332,0.649,-0.29,-1.0426
291,1,1,1,4,4,3,0.6,2,-1.18,-0.48,1.2115,-1.22,0.79,0.3889,-2.3,-0.95,-0.4567,0.15,-1.5329,1.0166,-0.29,-0.7176
292,1,1,1,4,2,3,0.34,2,2.63,0.45,0.5206,1.38,-1.3,3.9067,-2.3,-1.78,-1.0226,-0.63,-1.5329,0.649,0.18,-1.6717
293,2,1,1,3,6,4,1.38,2,2.63,0.81,1.2115,-0.64,-2.37,0.1524,-2.3,-0.66,-0.0721,1.07,-0.7332,-0.4017,0.88,0.3026
294,1,2,2,4,6,3,0.56,2,-0.15,-0.79,0.5206,0.24,1.53,0.3889,-0.39,-1.27,-0.4567,0.34,0.1775,-0.2356,-2.18,-0.3852
295,2,3,1,4,4,3,-1.18,1,-1.62,-0.02,0.0873,-0.24,1.26,0.1524,-0.9,-1.78,-0.4567,-0.48,-0.7332,0.1099,-0.29,-1.9864
296,1,1,1,6,6,2,1.06,2,1.84,-0.79,0.0873,-0.64,-1.68,-0.3017,1.11,0.58,0.4486,0.34,1.4565,0.7172,1.12,-0.3852
297,1,1,1,6,6,3,1.22,2,0.82,-0.48,-0.9394,1.38,0.32,0.64,-2.3,-1.78,-1.0226,0.15,-1.5329,-0.4017,-2.18,-1.9864
298,1,1,1,4,3,3,-0.33,1,1.1,-0.02,0.5206,-0.24,-2.37,-0.53,0.5,1.81,0.2171,0.54,1.4565,0.8307,1.38,-0.0455
299,2,1,1,5,6,3,1.4,2,1.1,-0.79,1.2115,-0.64,-1,-0.3017,0.8,0.58,0.9618,0.15,-1.5329,0.8307,0.88,1.0265
300,2,1,1,3,3,3,-0.7,1,-0.37,-0.02,1.2115,0.77,0.06,0.1524,1.59,0,1.2288,1.47,1.4565,-0.8805,0.41,2.0456
301,2,1,1,4,6,3,0.69,1,0.08,-0.48,-0.3397,-0.24,2.55,2.0328,1.59,0.58,1.0998,1.47,-0.2514,1.4298,-0.76,1.4014
302,2,1,1,6,5,3,1.67,2,-0.15,-1.04,-0.9394,0.24,-1.3,0.1524,0.05,0.3,0.9618,1.47,0.6584,-1.6519,0.18,0.3026
303,2,4,1,3,3,3,1.03,2,0.08,-1.04,1.2115,-0.24,0.06,-1.6239,0.05,-0.66,1.0998,0.78,0.6584,1.6881,0.65,-0.3852
304,1,1,1,6,5,3,1.1,2,-0.15,0.45,1.2115,-0.24,1.26,0.1524,-1.33,-0.95,0.4486,-0.48,-0.2514,1.4298,-1.24,-1.7845
305,2,4,1,6,5,3,0.63,2,-0.15,-0.79,0.5206,-1.46,-1.3,0.3889,1.59,0,0.2171,1.07,1.4565,0.1099,2.26,-0.0455
306,2,4,4,3,3,2,-0.2,2,2.63,0.81,1.2115,2.35,-1,-0.53,1.59,1.23,1.2288,2.27,1.4565,1.0166,2.26,0.3026
307,2,2,1,4,4,3,0.26,2,0.56,1.13,1.2115,0.77,-2.37,0.9139,1.11,0.58,0.811,2.27,1.4565,1.0166,2.26,-0.3852
308,1,2,1,4,5,2,-0.04,2,-1.3,-2.16,0.0873,0.24,0.32,-0.076,-1.83,-0.66,-0.4567,-0.63,-1.5329,-1.6519,-1.01,-0.7176
309,1,1,1,2,2,2,-1.29,2,-1.3,-0.79,-1.4236,-1.22,1.53,0.3889,-1.56,-0.95,-1.0226,-0.02,1.4565,0.8307,-1.61,-1.6717
310,2,2,1,5,5,2,0.05,2,-0.9,-1.04,-0.9394,-0.64,0.06,2.0328,-1.83,-1.78,1.5866,2.27,-0.2514,1.0166,-0.52,-0.3852
311,1,1,1,4,3,4,-0.21,2,2.63,0.45,1.2115,2.35,0.79,0.1524,-1.83,-1.78,-2.1402,0.54,-1.5329,0.4684,-1.28,-1.0426
